User Type,Source,Medium,Browser,Device Category,Date,Pageviews
New Visitor,google,organic,Chrome,mobile,2020-08-04,1
New Visitor,google,organic,Chrome,mobile,2020-08-05,3
New Visitor,google,organic,Chrome,mobile,2020-08-07,1
New Visitor,google,organic,Chrome,mobile,2020-07-26,2
New Visitor,google,organic,Chrome,mobile,2020-08-12,1
New Visitor,google,organic,Chrome,mobile,2020-08-10,2
New Visitor,google,organic,Chrome,mobile,2020-07-14,2
New Visitor,google,organic,Chrome,mobile,2020-07-15,1
New Visitor,google,organic,Chrome,mobile,2020-07-16,1
New Visitor,google,organic,Chrome,mobile,2020-07-20,1
New Visitor,google,organic,Chrome,mobile,2020-07-22,1
New Visitor,google,organic,Chrome,mobile,2020-07-27,3
New Visitor,google,organic,Chrome,mobile,2020-07-28,1
New Visitor,google,organic,Chrome,mobile,2020-07-30,1
New Visitor,google,organic,Chrome,mobile,2020-08-03,1
New Visitor,google,organic,Chrome,mobile,2020-08-06,1
New Visitor,google,organic,Chrome,mobile,2020-08-08,1
New Visitor,google,organic,Chrome,mobile,2020-08-10,1
New Visitor,google,organic,Chrome,mobile,2020-08-11,2
New Visitor,google,organic,Chrome,mobile,2020-08-12,1
New Visitor,google,organic,Chrome,mobile,2020-07-14,3
New Visitor,google,organic,Chrome,mobile,2020-07-15,1
New Visitor,google,organic,Chrome,mobile,2020-07-16,4
New Visitor,google,organic,Chrome,mobile,2020-07-17,4
New Visitor,google,organic,Chrome,mobile,2020-07-18,7
New Visitor,google,organic,Chrome,mobile,2020-07-19,4
New Visitor,google,organic,Chrome,mobile,2020-07-20,4
New Visitor,google,organic,Chrome,mobile,2020-07-21,5
New Visitor,google,organic,Chrome,mobile,2020-07-22,6
New Visitor,google,organic,Chrome,mobile,2020-07-23,5
New Visitor,google,organic,Chrome,mobile,2020-07-25,1
New Visitor,google,organic,Chrome,mobile,2020-07-26,3
New Visitor,google,organic,Chrome,mobile,2020-07-27,5
New Visitor,google,organic,Chrome,mobile,2020-07-28,3
New Visitor,google,organic,Chrome,mobile,2020-07-29,3
New Visitor,google,organic,Chrome,mobile,2020-07-30,2
New Visitor,google,organic,Chrome,mobile,2020-07-31,4
New Visitor,google,organic,Chrome,mobile,2020-08-01,6
New Visitor,google,organic,Chrome,mobile,2020-08-02,5
New Visitor,google,organic,Chrome,mobile,2020-08-03,11
New Visitor,google,organic,Chrome,mobile,2020-08-04,6
New Visitor,google,organic,Chrome,mobile,2020-08-05,4
New Visitor,google,organic,Chrome,mobile,2020-08-06,6
New Visitor,google,organic,Chrome,mobile,2020-08-07,3
New Visitor,google,organic,Chrome,mobile,2020-08-08,6
New Visitor,google,organic,Chrome,mobile,2020-08-09,7
New Visitor,google,organic,Chrome,mobile,2020-08-10,6
New Visitor,google,organic,Chrome,mobile,2020-08-11,3
New Visitor,google,organic,Chrome,mobile,2020-08-12,4
New Visitor,google,organic,Chrome,mobile,2020-07-14,1
New Visitor,google,organic,Chrome,mobile,2020-07-15,1
New Visitor,google,organic,Chrome,mobile,2020-07-18,1
New Visitor,google,organic,Chrome,mobile,2020-07-19,1
New Visitor,google,organic,Chrome,mobile,2020-07-20,2
New Visitor,google,organic,Chrome,mobile,2020-07-21,1
New Visitor,google,organic,Chrome,mobile,2020-07-22,1
New Visitor,google,organic,Chrome,mobile,2020-07-23,1
New Visitor,google,organic,Chrome,mobile,2020-08-01,1
New Visitor,google,organic,Chrome,mobile,2020-08-02,1
New Visitor,google,organic,Chrome,mobile,2020-08-08,1
New Visitor,google,organic,Chrome,mobile,2020-07-19,2
New Visitor,google,organic,Chrome,mobile,2020-07-25,1
New Visitor,google,organic,Chrome,mobile,2020-07-16,1
New Visitor,google,organic,Chrome,mobile,2020-07-27,1
New Visitor,google,organic,Chrome,mobile,2020-08-04,1
New Visitor,google,organic,Chrome,mobile,2020-08-06,1
New Visitor,google,organic,Chrome,mobile,2020-08-10,1
New Visitor,google,organic,Chrome,mobile,2020-07-14,1
New Visitor,google,organic,Chrome,mobile,2020-07-15,1
New Visitor,google,organic,Chrome,mobile,2020-07-19,1
New Visitor,google,organic,Chrome,mobile,2020-07-20,1
New Visitor,google,organic,Chrome,mobile,2020-07-23,3
New Visitor,google,organic,Chrome,mobile,2020-07-25,2
New Visitor,google,organic,Chrome,mobile,2020-07-28,1
New Visitor,google,organic,Chrome,mobile,2020-07-31,1
New Visitor,google,organic,Chrome,mobile,2020-08-01,1
New Visitor,google,organic,Chrome,mobile,2020-08-02,1
New Visitor,google,organic,Chrome,mobile,2020-08-06,3
New Visitor,google,organic,Chrome,mobile,2020-08-10,1
New Visitor,google,organic,Chrome,mobile,2020-08-12,1
New Visitor,google,organic,Chrome,mobile,2020-07-19,1
New Visitor,google,organic,Chrome,mobile,2020-07-21,1
New Visitor,google,organic,Chrome,mobile,2020-07-24,1
New Visitor,google,organic,Chrome,mobile,2020-08-01,1
New Visitor,google,organic,Chrome,mobile,2020-08-10,1
New Visitor,google,organic,Chrome,mobile,2020-07-24,1
New Visitor,google,organic,Chrome,mobile,2020-08-01,1
New Visitor,google,organic,Chrome,mobile,2020-07-15,1
New Visitor,google,organic,Chrome,mobile,2020-07-28,1
New Visitor,google,organic,Chrome,mobile,2020-07-29,1
New Visitor,google,organic,Chrome,mobile,2020-08-08,1
New Visitor,google,organic,Chrome,mobile,2020-07-14,2
New Visitor,google,organic,Chrome,mobile,2020-07-25,1
New Visitor,google,organic,Chrome,mobile,2020-08-03,1
New Visitor,google,organic,Chrome,mobile,2020-08-06,1
New Visitor,google,organic,Chrome,mobile,2020-08-11,1
New Visitor,google,organic,Chrome,mobile,2020-08-12,1
New Visitor,google,organic,Chrome,mobile,2020-07-23,1
New Visitor,google,organic,Chrome,mobile,2020-08-09,1
New Visitor,google,organic,Chrome,mobile,2020-08-03,2
New Visitor,google,organic,Chrome,mobile,2020-08-03,2
New Visitor,google,organic,Chrome,mobile,2020-08-03,2
New Visitor,google,organic,Chrome,mobile,2020-08-03,3
New Visitor,google,organic,Chrome,mobile,2020-08-03,3
New Visitor,google,organic,Chrome,mobile,2020-08-03,1
New Visitor,google,organic,Chrome,mobile,2020-08-03,1
New Visitor,google,organic,Chrome,mobile,2020-08-03,1
New Visitor,google,organic,Chrome,mobile,2020-08-03,1
New Visitor,google,organic,Chrome,mobile,2020-08-03,1
New Visitor,google,organic,Chrome,mobile,2020-08-03,1
New Visitor,google,organic,Chrome,mobile,2020-08-03,3
New Visitor,google,organic,Chrome,mobile,2020-08-03,1
New Visitor,google,organic,Chrome,mobile,2020-08-03,2
New Visitor,google,organic,Chrome,mobile,2020-08-03,1
New Visitor,google,organic,Chrome,mobile,2020-07-17,1
New Visitor,google,organic,Chrome,mobile,2020-07-20,1
New Visitor,google,organic,Chrome,mobile,2020-07-29,3
New Visitor,google,organic,Chrome,mobile,2020-08-12,2
New Visitor,google,organic,Chrome,mobile,2020-07-17,1
New Visitor,google,organic,Chrome,mobile,2020-07-26,1
New Visitor,google,organic,Chrome,mobile,2020-07-30,2
New Visitor,google,organic,Chrome,mobile,2020-08-10,4
New Visitor,google,organic,Chrome,mobile,2020-07-22,1
New Visitor,google,organic,Chrome,mobile,2020-07-14,1
New Visitor,google,organic,Chrome,mobile,2020-07-26,1
New Visitor,google,organic,Chrome,mobile,2020-07-30,3
New Visitor,google,organic,Chrome,mobile,2020-08-01,1
New Visitor,google,organic,Chrome,mobile,2020-07-26,1
New Visitor,google,organic,Chrome,mobile,2020-08-08,1
New Visitor,google,organic,Chrome,mobile,2020-07-14,9
New Visitor,google,organic,Chrome,mobile,2020-07-15,5
New Visitor,google,organic,Chrome,mobile,2020-07-17,5
New Visitor,google,organic,Chrome,mobile,2020-07-19,3
New Visitor,google,organic,Chrome,mobile,2020-07-20,3
New Visitor,google,organic,Chrome,mobile,2020-07-21,3
New Visitor,google,organic,Chrome,mobile,2020-07-22,3
New Visitor,google,organic,Chrome,mobile,2020-07-23,2
New Visitor,google,organic,Chrome,mobile,2020-07-25,1
New Visitor,google,organic,Chrome,mobile,2020-07-26,1
New Visitor,google,organic,Chrome,mobile,2020-07-27,1
New Visitor,google,organic,Chrome,mobile,2020-07-28,4
New Visitor,google,organic,Chrome,mobile,2020-07-29,2
New Visitor,google,organic,Chrome,mobile,2020-07-30,1
New Visitor,google,organic,Chrome,mobile,2020-07-31,3
New Visitor,google,organic,Chrome,mobile,2020-08-01,1
New Visitor,google,organic,Chrome,mobile,2020-08-02,1
New Visitor,google,organic,Chrome,mobile,2020-08-03,2
New Visitor,google,organic,Chrome,mobile,2020-08-08,1
New Visitor,google,organic,Chrome,mobile,2020-08-09,3
New Visitor,google,organic,Chrome,mobile,2020-08-10,1
New Visitor,google,organic,Chrome,mobile,2020-07-26,2
New Visitor,google,organic,Chrome,mobile,2020-07-20,4
New Visitor,google,organic,Chrome,mobile,2020-08-11,1
New Visitor,google,organic,Chrome,mobile,2020-07-26,1
New Visitor,google,organic,Chrome,mobile,2020-07-26,4
New Visitor,google,organic,Chrome,mobile,2020-08-09,1
New Visitor,google,organic,Chrome,mobile,2020-08-10,1
New Visitor,google,organic,Chrome,mobile,2020-07-18,1
New Visitor,google,organic,Chrome,mobile,2020-07-24,1
New Visitor,google,organic,Chrome,mobile,2020-08-03,4
New Visitor,google,organic,Chrome,mobile,2020-08-09,2
New Visitor,google,organic,Chrome,mobile,2020-08-03,1
New Visitor,google,organic,Chrome,mobile,2020-07-23,1
New Visitor,google,organic,Chrome,mobile,2020-08-07,1
New Visitor,google,organic,Chrome,mobile,2020-08-08,1
New Visitor,google,organic,Chrome,mobile,2020-07-14,2
New Visitor,google,organic,Chrome,mobile,2020-07-20,2
New Visitor,google,organic,Chrome,mobile,2020-07-28,1
New Visitor,google,organic,Chrome,mobile,2020-07-31,1
New Visitor,google,organic,Chrome,mobile,2020-08-01,2
New Visitor,google,organic,Chrome,mobile,2020-07-20,2
New Visitor,google,organic,Chrome,mobile,2020-07-20,1
New Visitor,google,organic,Chrome,mobile,2020-07-19,1
New Visitor,google,organic,Chrome,mobile,2020-07-24,2
New Visitor,google,organic,Chrome,mobile,2020-08-04,3
New Visitor,google,organic,Chrome,mobile,2020-08-05,1
New Visitor,google,organic,Chrome,mobile,2020-08-11,2
New Visitor,google,organic,Chrome,mobile,2020-07-21,1
New Visitor,google,organic,Chrome,mobile,2020-08-02,1
New Visitor,google,organic,Chrome,mobile,2020-07-24,2
New Visitor,google,organic,Chrome,mobile,2020-08-08,1
New Visitor,google,organic,Chrome,mobile,2020-08-09,1
New Visitor,google,organic,Chrome,mobile,2020-07-26,1
New Visitor,google,organic,Chrome,mobile,2020-07-31,2
New Visitor,google,organic,Chrome,mobile,2020-07-24,1
New Visitor,google,organic,Chrome,mobile,2020-07-18,1
New Visitor,google,organic,Chrome,mobile,2020-08-03,1
New Visitor,google,organic,Chrome,mobile,2020-07-23,2
New Visitor,google,organic,Chrome,mobile,2020-07-30,1
New Visitor,google,organic,Chrome,mobile,2020-08-04,3
New Visitor,google,organic,Chrome,mobile,2020-08-05,1
New Visitor,google,organic,Chrome,mobile,2020-08-06,1
New Visitor,google,organic,Chrome,mobile,2020-08-07,3
New Visitor,google,organic,Chrome,mobile,2020-08-08,1
New Visitor,google,organic,Chrome,mobile,2020-08-09,2
New Visitor,google,organic,Chrome,mobile,2020-07-15,3
New Visitor,google,organic,Chrome,mobile,2020-07-26,2
New Visitor,google,organic,Chrome,mobile,2020-07-15,1
New Visitor,google,organic,Chrome,mobile,2020-07-15,1
New Visitor,google,organic,Chrome,mobile,2020-07-26,1
New Visitor,google,organic,Chrome,mobile,2020-08-03,1
New Visitor,google,organic,Chrome,mobile,2020-08-10,2
New Visitor,google,organic,Chrome,mobile,2020-08-09,1
New Visitor,google,organic,Chrome,mobile,2020-08-10,1
New Visitor,google,organic,Chrome,mobile,2020-08-06,1
New Visitor,google,organic,Chrome,mobile,2020-08-08,1
New Visitor,google,organic,Chrome,mobile,2020-07-18,1
New Visitor,google,organic,Chrome,mobile,2020-07-27,1
New Visitor,google,organic,Chrome,mobile,2020-07-22,7
New Visitor,google,organic,Chrome,mobile,2020-07-26,1
New Visitor,google,organic,Chrome,mobile,2020-07-22,2
New Visitor,google,organic,Chrome,mobile,2020-07-15,1
New Visitor,google,organic,Chrome,mobile,2020-07-22,1
New Visitor,google,organic,Chrome,mobile,2020-07-30,1
New Visitor,google,organic,Chrome,mobile,2020-08-05,1
New Visitor,google,organic,Chrome,mobile,2020-08-07,1
New Visitor,google,organic,Chrome,mobile,2020-07-22,1
New Visitor,google,organic,Chrome,mobile,2020-08-09,1
New Visitor,google,organic,Chrome,mobile,2020-07-20,1
New Visitor,google,organic,Chrome,mobile,2020-07-25,1
New Visitor,google,organic,Chrome,mobile,2020-07-31,1
New Visitor,google,organic,Chrome,mobile,2020-07-22,1
New Visitor,google,organic,Chrome,mobile,2020-08-02,1
New Visitor,google,organic,Chrome,mobile,2020-08-03,1
New Visitor,google,organic,Chrome,mobile,2020-07-22,1
New Visitor,google,organic,Chrome,mobile,2020-07-26,1
New Visitor,google,organic,Chrome,mobile,2020-08-06,1
New Visitor,google,organic,Chrome,mobile,2020-07-14,1
New Visitor,google,organic,Chrome,mobile,2020-07-17,1
New Visitor,google,organic,Chrome,mobile,2020-08-07,2
New Visitor,google,organic,Chrome,mobile,2020-08-09,1
New Visitor,google,organic,Chrome,mobile,2020-07-21,4
New Visitor,google,organic,Chrome,mobile,2020-08-05,1
New Visitor,google,organic,Chrome,mobile,2020-07-15,2
New Visitor,google,organic,Chrome,mobile,2020-08-03,2
New Visitor,google,organic,Chrome,mobile,2020-08-03,1
New Visitor,google,organic,Chrome,mobile,2020-07-15,1
New Visitor,google,organic,Chrome,mobile,2020-07-19,1
New Visitor,google,organic,Chrome,mobile,2020-07-23,1
New Visitor,google,organic,Chrome,mobile,2020-08-03,1
New Visitor,google,organic,Chrome,mobile,2020-08-03,1
New Visitor,google,organic,Chrome,mobile,2020-07-19,3
New Visitor,google,organic,Chrome,mobile,2020-07-20,2
New Visitor,google,organic,Chrome,mobile,2020-07-22,1
New Visitor,google,organic,Chrome,mobile,2020-07-23,1
New Visitor,google,organic,Chrome,mobile,2020-07-24,2
New Visitor,google,organic,Chrome,mobile,2020-08-01,1
New Visitor,google,organic,Chrome,mobile,2020-07-17,1
New Visitor,google,organic,Chrome,mobile,2020-07-18,3
New Visitor,google,organic,Chrome,mobile,2020-07-19,1
New Visitor,google,organic,Chrome,mobile,2020-07-24,1
New Visitor,google,organic,Chrome,mobile,2020-07-26,2
New Visitor,google,organic,Chrome,mobile,2020-08-01,1
New Visitor,google,organic,Chrome,mobile,2020-08-01,3
New Visitor,google,organic,Chrome,mobile,2020-07-26,2
New Visitor,google,organic,Chrome,mobile,2020-07-30,1
New Visitor,google,organic,Chrome,mobile,2020-08-11,1
New Visitor,google,organic,Chrome,mobile,2020-07-22,2
New Visitor,google,organic,Chrome,mobile,2020-07-22,2
New Visitor,google,organic,Chrome,mobile,2020-07-23,1
New Visitor,google,organic,Chrome,mobile,2020-08-10,1
New Visitor,google,organic,Chrome,mobile,2020-08-10,1
New Visitor,google,organic,Chrome,mobile,2020-08-10,2
New Visitor,google,organic,Chrome,mobile,2020-08-10,1
New Visitor,google,organic,Chrome,mobile,2020-08-10,4
New Visitor,google,organic,Chrome,mobile,2020-07-29,1
New Visitor,google,organic,Chrome,mobile,2020-08-03,1
New Visitor,google,organic,Chrome,mobile,2020-08-09,1
New Visitor,google,organic,Chrome,mobile,2020-08-07,1
New Visitor,google,organic,Chrome,mobile,2020-08-12,1
New Visitor,google,organic,Chrome,mobile,2020-07-15,7
New Visitor,google,organic,Chrome,mobile,2020-07-15,4
New Visitor,google,organic,Chrome,mobile,2020-07-15,1
New Visitor,google,organic,Chrome,mobile,2020-08-10,1
New Visitor,google,organic,Chrome,mobile,2020-07-18,1
New Visitor,google,organic,Chrome,mobile,2020-07-22,1
New Visitor,google,organic,Chrome,mobile,2020-07-26,1
New Visitor,google,organic,Chrome,mobile,2020-07-14,1
New Visitor,google,organic,Chrome,mobile,2020-07-31,2
New Visitor,google,organic,Chrome,mobile,2020-07-31,1
New Visitor,google,organic,Chrome,mobile,2020-07-27,2
New Visitor,google,organic,Chrome,mobile,2020-07-31,1
New Visitor,google,organic,Chrome,mobile,2020-08-06,1
New Visitor,google,organic,Chrome,mobile,2020-08-10,1
New Visitor,google,organic,Chrome,mobile,2020-07-15,1
New Visitor,google,organic,Chrome,mobile,2020-07-18,1
New Visitor,google,organic,Chrome,mobile,2020-07-28,1
New Visitor,google,organic,Chrome,mobile,2020-08-06,1
New Visitor,google,organic,Chrome,mobile,2020-08-11,1
New Visitor,google,organic,Chrome,mobile,2020-07-21,1
New Visitor,google,organic,Chrome,mobile,2020-07-19,1
New Visitor,google,organic,Chrome,mobile,2020-07-21,1
New Visitor,google,organic,Chrome,mobile,2020-08-01,1
New Visitor,google,organic,Chrome,mobile,2020-08-02,1
New Visitor,google,organic,Chrome,mobile,2020-08-03,1
New Visitor,google,organic,Chrome,mobile,2020-07-17,1
New Visitor,google,organic,Chrome,mobile,2020-07-15,1
New Visitor,google,organic,Chrome,mobile,2020-07-19,1
New Visitor,google,organic,Chrome,mobile,2020-07-25,1
New Visitor,google,organic,Chrome,mobile,2020-08-04,1
New Visitor,google,organic,Chrome,mobile,2020-08-07,1
New Visitor,google,organic,Chrome,mobile,2020-08-09,1
New Visitor,google,organic,Chrome,mobile,2020-08-02,1
New Visitor,google,organic,Chrome,mobile,2020-07-15,1
New Visitor,google,organic,Chrome,mobile,2020-08-12,1
New Visitor,google,organic,Chrome,mobile,2020-07-21,1
New Visitor,google,organic,Chrome,mobile,2020-07-28,1
New Visitor,google,organic,Chrome,mobile,2020-08-02,1
New Visitor,google,organic,Chrome,mobile,2020-07-16,2
New Visitor,google,organic,Chrome,mobile,2020-07-16,1
New Visitor,google,organic,Chrome,mobile,2020-07-25,1
New Visitor,google,organic,Chrome,mobile,2020-08-09,1
New Visitor,google,organic,Chrome,mobile,2020-07-18,1
New Visitor,google,organic,Chrome,mobile,2020-07-17,1
New Visitor,google,organic,Chrome,mobile,2020-08-02,1
New Visitor,google,organic,Chrome,mobile,2020-08-12,1
New Visitor,google,organic,Chrome,mobile,2020-08-10,1
New Visitor,google,organic,Chrome,mobile,2020-07-15,1
New Visitor,google,organic,Chrome,mobile,2020-07-25,1
New Visitor,google,organic,Chrome,mobile,2020-07-26,1
New Visitor,google,organic,Chrome,mobile,2020-07-29,1
New Visitor,google,organic,Chrome,mobile,2020-08-07,1
New Visitor,google,organic,Chrome,mobile,2020-08-09,1
New Visitor,google,organic,Chrome,mobile,2020-07-20,1
New Visitor,google,organic,Chrome,mobile,2020-07-23,1
New Visitor,google,organic,Chrome,mobile,2020-07-26,2
New Visitor,google,organic,Chrome,mobile,2020-07-28,1
New Visitor,google,organic,Chrome,mobile,2020-07-31,1
New Visitor,google,organic,Chrome,mobile,2020-08-08,1
New Visitor,google,organic,Chrome,mobile,2020-07-31,2
New Visitor,google,organic,Chrome,mobile,2020-07-31,1
New Visitor,google,organic,Chrome,mobile,2020-08-08,1
New Visitor,google,organic,Chrome,mobile,2020-07-26,1
New Visitor,google,organic,Chrome,mobile,2020-07-18,2
New Visitor,google,organic,Chrome,mobile,2020-07-23,1
New Visitor,google,organic,Chrome,mobile,2020-07-28,1
New Visitor,google,organic,Chrome,mobile,2020-08-01,1
New Visitor,google,organic,Chrome,mobile,2020-08-02,1
